Area,No. of Bedrooms,CarParking,LiftAvailable,Resale,Location,house_type,gated_community,Price
1282,2,No,Yes,No,Appa Junction,Apartment,Yes,15.894952224644102
1282,2,No,No,No,Appa Junction,Apartment,No,15.894952224644102
1214,2,No,Yes,No,Appa Junction,Apartment,Yes,15.775605482856603
1392,2,No,Yes,No,Darga Khaliz Khan,Apartment,Yes,15.894952224644102
1392,2,No,Yes,No,Appa Junction,Apartment,Yes,15.894952224644102
1282,2,No,Yes,No,Darga Khaliz Khan,Apartment,Yes,15.894827091830958
1020,2,No,Yes,Yes,Saroornagar,Apartment,No,15.573368647930426
905,2,No,Yes,No,LB Nagar,Apartment,No,15.38412668421143
1925,3,No,Yes,No,Miyapur,Individual,Yes,16.349207451286784
1925,3,No,No,No,Miyapur,Individual,No,16.349207451286784
1465,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.656060350091908
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.319588176962744
1430,2,No,Yes,No,Appa Junction,Apartment,Yes,16.056220353623203
1430,2,No,No,No,Appa Junction,Apartment,No,16.056220353623203
1385,2,No,Yes,No,Appa Junction,Apartment,Yes,15.990035094552992
1100,2,No,No,Yes,Manikonda,Apartment,No,15.607270193858982
3266,3,No,Yes,No,East Marredpally,Individual,Yes,16.892822864593636
1200,2,No,No,Yes,Manikonda,Apartment,No,15.46416937585933
1620,3,No,Yes,No,Bollaram,Apartment,Yes,15.404745967162466
1100,1,No,Yes,No,Mallampet,Apartment,No,15.013968483261179
1050,2,No,No,No,Gajularamaram,Apartment,No,15.341567078850604
1380,3,No,No,No,Manikonda,Apartment,No,15.702580358511794
1510,3,No,Yes,No,Begumpet,Apartment,Yes,16.213405921671733
1652,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.075292633006242
3147,4,Yes,Yes,No,Hitech City,Individual,Yes,17.077445910607096
3090,4,Yes,Yes,No,Hitech City,Individual,Yes,17.05810294851229
3044,4,Yes,Yes,No,Hitech City,Individual,Yes,17.04235459216419
2051,3,Yes,Yes,No,Hitech City,Individual,Yes,16.648723960844016
3101,4,Yes,Yes,No,Hitech City,Individual,Yes,17.062001588775953
3049,4,Yes,Yes,No,Hitech City,Individual,Yes,17.04631495369775
1738,3,Yes,Yes,No,Hitech City,Individual,Yes,16.48273883399067
1355,2,Yes,Yes,No,Hitech City,Individual,Yes,16.231424425551033
1334,2,Yes,Yes,No,Hitech City,Individual,Yes,16.213405921671733
1346,2,Yes,Yes,No,Hitech City,Individual,Yes,16.222455756372646
1327,2,Yes,Yes,No,Hitech City,Individual,Yes,16.213405921671733
1473,2,Yes,Yes,No,Kondapur,Individual,Yes,16.112278866220134
2607,3,Yes,Yes,No,Kondapur,Individual,Yes,16.677711496036597
2800,3,Yes,Yes,No,Kondapur,Individual,Yes,16.75467253293992
2192,3,Yes,Yes,No,Kondapur,Individual,Yes,16.503358119776173
2815,3,Yes,Yes,No,Kondapur,Individual,Yes,16.759949589762293
2452,3,Yes,Yes,No,Kondapur,Individual,Yes,16.61887099947687
2191,3,Yes,Yes,No,Kondapur,Individual,Yes,16.503358119776173
2813,3,Yes,Yes,No,Kondapur,Individual,Yes,16.75467253293992
1290,2,Yes,Yes,No,Kondapur,Individual,Yes,15.979637972660866
1300,2,Yes,Yes,No,Kondapur,Individual,Yes,15.98741744127631
1368,2,Yes,Yes,No,Kondapur,Individual,Yes,16.038402990344494
1550,3,Yes,Yes,No,Hitex Road,Apartment,Yes,15.894952224644102
1550,3,No,No,No,Manikonda,Apartment,No,15.688850014184752
2049,4,Yes,Yes,No,Hitech City,Individual,Yes,16.951004817371683
1336,2,Yes,Yes,No,Hitech City,Individual,Yes,16.213405921671733
1850,3,Yes,Yes,No,Kondapur,Individual,Yes,16.33320711122042
1500,2,Yes,Yes,No,Kondapur,Individual,Yes,16.128046080821385
1620,3,No,No,No,Puppalaguda,Apartment,No,15.830413711839864
1200,2,Yes,No,Yes,Begumpet,Apartment,No,15.640060011305629
2700,3,No,No,Yes,Banjara Hills,Individual,No,16.677711496036597
1530,3,No,Yes,No,Kondapur,Individual,Yes,15.978833698567334
1265,2,Yes,Yes,No,Sanath Nagar,Apartment,Yes,15.755258904905778
1260,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.714029713554144
1695,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,16.020041820785153
1860,3,Yes,Yes,No,Nallagandla Gachibowli,Individual,Yes,16.112982702084107
1520,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.843658936835498
1655,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.928749600073314
1665,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.934773713950895
1755,3,Yes,Yes,No,Balanagar,Apartment,Yes,16.026638150046512
1765,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.993099274098075
1940,3,Yes,Yes,No,Balanagar,Individual,Yes,16.118095750958314
1260,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.795546181241791
1695,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,16.213405921671733
1860,3,Yes,Yes,No,Nallagandla Gachibowli,Individual,Yes,16.176364653421913
1313,2,No,No,No,Manikonda,Apartment,No,15.522801051922409
1256,2,No,No,No,Manikonda,Apartment,No,15.478489426899845
1150,2,No,No,No,Manikonda,Apartment,No,15.390357232668071
1495,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.300417291085605
1500,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.300417291085605
1685,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.41820031748273
1895,3,Yes,Yes,No,Sanath Nagar,Individual,Yes,16.15731646026544
1780,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.468752592994022
1785,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.475770165160203
1265,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.659704495193512
1270,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.663650518158354
1511,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.837455525693299
1270,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.663650518158354
1665,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.934533444877209
1265,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.799542052353193
1430,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.78262305453032
1610,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.90118277361834
1320,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.702580358511794
1435,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.78611345898277
1510,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.83705825367553
1270,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.803522020005751
1511,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.97722320720469
1270,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.803522020005751
1665,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,16.074248355660327
1280,2,No,No,No,Manikonda,Apartment,No,15.49745534719701
1278,2,No,No,No,Manikonda,Apartment,No,15.495779837482779
1230,2,No,No,No,Manikonda,Apartment,No,15.457609446211269
1503,3,No,No,No,Manikonda,Apartment,No,15.657963299936224
1585,3,No,No,No,Manikonda,Apartment,No,15.71117949058284
1189,2,No,No,No,Manikonda,Apartment,No,15.423547689763119
1209,2,No,No,No,Manikonda,Apartment,No,15.440231290896223
1279,2,No,No,No,Manikonda,Apartment,No,15.496524855072646
1311,2,No,No,No,Manikonda,Apartment,No,15.521349146304724
1405,3,No,No,No,Manikonda,Apartment,No,15.590632555502093
1495,3,No,No,No,Manikonda,Apartment,No,15.652721449357262
1953,3,No,No,No,Manikonda,Individual,No,15.919888706855616
1627,3,No,No,No,Manikonda,Apartment,No,15.737274520111507
1778,3,No,No,No,Manikonda,Apartment,No,15.826004003940422
1970,3,No,No,No,Manikonda,Individual,No,15.928628626003494
1900,3,No,No,No,Manikonda,Individual,No,15.892449094739266
1971,3,No,No,No,Manikonda,Individual,No,15.929112072092932
1846,3,No,No,No,Manikonda,Individual,No,15.863590552183418
1804,3,No,No,No,Manikonda,Individual,No,15.840496045843818
1559,3,No,No,No,Manikonda,Apartment,No,15.69451764016493
1629,3,No,No,No,Manikonda,Apartment,No,15.738444623920584
1752,3,No,No,No,Manikonda,Apartment,No,15.811298850553344
1808,3,No,No,No,Manikonda,Individual,No,15.842737459895611
1986,3,No,No,No,Manikonda,Individual,No,15.936693791113443
1605,3,No,No,No,Manikonda,Apartment,No,15.723718988181506
1715,3,No,No,No,Manikonda,Apartment,No,15.790008302702532
1826,3,No,No,No,Manikonda,Individual,No,15.852696917142085
1995,3,No,No,No,Manikonda,Individual,No,15.9412392529414
1996,3,No,No,No,Manikonda,Individual,No,15.941716522909024
1655,3,Yes,Yes,No,Narsingi,Apartment,Yes,16.13789837629371
1020,2,No,No,No,Attapur,Apartment,No,15.270397943976453
1160,2,No,No,No,ECIL,Apartment,No,15.350225139719656
2250,3,No,No,No,Manikonda,Individual,No,16.341239282272525
1160,2,No,No,No,ECIL Main Road,Apartment,No,15.350225139719656
1990,3,Yes,Yes,Yes,Shaikpet,Individual,Yes,16.349207451286784
1585,3,No,No,No,ECIL,Apartment,No,15.662389484142102
1165,2,No,No,No,ECIL,Apartment,No,15.35452622069408
550,1,No,No,No,Moula Ali,Apartment,No,14.603968372873895
550,1,No,No,No,ECIL Cross Road,Apartment,No,14.603968372873895
2080,3,Yes,Yes,Yes,Shaikpet,Individual,Yes,16.489659276356317
1235,2,Yes,Yes,No,ECIL Main Road,Apartment,Yes,15.423547689763119
2260,3,Yes,Yes,No,Hitech City,Individual,Yes,16.648723960844016
2015,3,Yes,Yes,No,Hitech City,Individual,Yes,16.52356082573315
1700,3,Yes,Yes,No,Narsingi,Apartment,Yes,16.300417291085605
1265,2,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.04552506565036
1742,3,No,Yes,Yes,Gachibowli,Individual,Yes,16.43290646379105
2300,3,Yes,Yes,Yes,Rajbhavan Road Somajiguda,Individual,Yes,16.341239282272525
1110,2,No,Yes,No,Beeramguda,Apartment,No,15.123843647884685
1110,2,No,No,No,Beeramguda,Apartment,No,15.274125813221902
1050,2,No,Yes,No,Ramachandra Puram,Apartment,No,15.38412668421143
1050,2,No,Yes,No,Ramachandra Puram,Apartment,No,15.394489469099211
1505,3,No,Yes,No,Vanasthalipuram,Apartment,Yes,15.946832840201367
2026,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.240313283682568
1640,3,No,No,No,Mansoorabad,Apartment,No,15.894952224644102
1650,3,Yes,Yes,No,Serilingampally,Apartment,Yes,15.919644834185693
1880,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.166885910365842
1216,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.919644834185693
2026,3,Yes,Yes,No,Tellapur,Individual,Yes,16.257857680289995
2500,3,Yes,Yes,No,Hitech City,Individual,Yes,16.759949589762293
2771,4,Yes,Yes,No,Bandlaguda Jagir,Individual,Yes,16.380459992348886
1895,3,Yes,Yes,No,Sanath Nagar,Individual,Yes,16.642824239064897
1500,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.51687183802978
2250,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.951004817371683
2060,3,No,Yes,Yes,Nanakramguda,Individual,Yes,16.48273883399067
1880,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.68340951682656
1620,3,No,Yes,No,Gajularamaram,Apartment,Yes,16.06680246183392
1620,3,No,Yes,No,Gajularamaram,Apartment,Yes,16.066697193146553
1390,3,No,Yes,No,Kokapet,Individual,Yes,16.090518985984133
1255,2,No,Yes,No,Bandlaguda Jagir,Apartment,Yes,15.706059148456083
2285,3,No,Yes,No,Bandlaguda Jagir,Individual,Yes,16.325109901643454
1993,3,No,Yes,Yes,Gachibowli,Individual,Yes,16.68340951682656
2282,3,No,Yes,No,Bandlaguda Jagir,Individual,Yes,16.325109901643454
1384,3,No,Yes,No,Narsingi,Apartment,Yes,16.040566556510456
1880,3,No,No,No,TellapurOsman Nagar Road,Individual,No,16.166885910365842
1874,3,Yes,Yes,No,Tellapur,Individual,Yes,16.222455756372646
1165,2,No,No,No,ECIL Cross Road,Apartment,No,15.35452622069408
2000,3,Yes,Yes,No,Manikonda,Individual,Yes,15.955576839107596
1820,3,No,No,No,ECIL Cross Road,Individual,No,15.800641557535496
1020,2,No,No,Yes,Boduppal,Apartment,No,15.483217567201578
1430,3,No,No,No,ECIL Main Road,Apartment,No,15.55947953818114
1360,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.012735246411598
1125,2,Yes,No,No,KRCR Colony Road,Apartment,No,15.096444681204076
1430,3,No,No,No,ECIL,Apartment,No,15.55947953818114
3044,4,Yes,Yes,No,Hitech City,Individual,Yes,16.951004817371683
3101,4,Yes,Yes,No,Hitech City,Individual,Yes,16.951004817371683
3147,4,Yes,Yes,No,Hitech City,Individual,Yes,16.97675731236872
3090,4,Yes,Yes,No,Hitech City,Individual,Yes,16.951004817371683
1139,2,Yes,Yes,No,Pragati Nagar,Apartment,No,15.150511887854474
1560,3,No,Yes,No,LB Nagar,Apartment,Yes,15.990262393084791
1880,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.13789837629371
1687,3,Yes,Yes,No,Tellapur,Apartment,Yes,16.043156672075668
770,2,Yes,No,Yes,Padmarao Nagar,Apartment,No,14.845130332288225
1257,2,No,Yes,Yes,Manikonda,Apartment,Yes,15.732433317205148
2225,3,No,Yes,No,Narsingi,Individual,Yes,16.222455756372646
2170,3,No,Yes,No,Narsingi,Individual,Yes,16.195056784687036
1425,2,No,Yes,No,Narsingi,Apartment,Yes,15.779120424469856
2025,3,No,Yes,No,Narsingi,Individual,Yes,16.128046080821385
1410,2,Yes,No,No,Gandipet,Apartment,No,15.863848483541833
2160,3,Yes,No,No,Gandipet,Individual,No,16.283610174181653
1905,3,Yes,No,No,Gandipet,Individual,No,16.15731646026544
2665,3,Yes,No,No,Gandipet,Individual,No,16.496532155171714
2400,3,Yes,No,No,Gandipet,Individual,No,16.39572746331417
1395,2,Yes,No,No,Gandipet,Apartment,No,15.85308802588951
1945,3,No,Yes,No,Kokapet,Individual,Yes,16.349207451286784
1680,3,No,Yes,No,Kokapet,Individual,Yes,16.204273438942487
1680,3,No,Yes,No,Kokapet,Individual,Yes,16.204273438942487
1270,2,No,Yes,No,Kokapet,Individual,Yes,15.926329756475061
1270,2,No,No,No,Kokapet,Individual,No,15.926329756475061
1480,3,No,Yes,No,Kokapet,Individual,Yes,16.079354926591986
3000,4,Yes,Yes,Yes,Sainikpuri,Individual,Yes,16.108045416114912
1225,2,Yes,Yes,No,Nizampet,Apartment,Yes,15.38412668421143
2026,3,Yes,Yes,No,Tellapur,Individual,Yes,16.231424425551033
1525,3,Yes,Yes,No,Bandlaguda Jagir,Apartment,Yes,15.88237344401952
1265,2,No,Yes,No,LB Nagar,Apartment,Yes,15.554572413877036
1640,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.166885910365842
1360,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.001561947061912
1560,3,No,Yes,No,LB Nagar,Apartment,Yes,15.967272877502799
2026,3,Yes,Yes,No,Tellapur,Individual,Yes,16.249123913364723
1125,2,Yes,No,No,KRCR Colony Road,Apartment,No,15.241506285935717
1515,3,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.732433317205148
950,2,Yes,Yes,Yes,Paramount Colony Toli Chowki,Apartment,No,15.009433329466965
1820,3,No,No,No,ECIL,Individual,No,15.800641557535496
1366,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.012735246411598
1146,2,No,No,No,Nizampet,Apartment,No,15.274125813221902
1441,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.056220353623203
1000,2,No,No,Yes,BK Guda Internal Road,Apartment,No,14.862829903121964
2026,3,Yes,Yes,No,Tellapur,Individual,Yes,16.231424425551033
2026,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.240313283682568
1880,3,Yes,Yes,No,Tellapur,Individual,Yes,16.166885910365842
2026,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.231424425551033
1125,2,No,No,Yes,muthangi,Apartment,No,15.096444681204076
1950,3,No,Yes,No,Attapur,Individual,Yes,15.941716522909024
1951,3,No,Yes,No,Attapur,Individual,Yes,15.942193565198686
1700,3,Yes,Yes,No,Narsingi,Apartment,Yes,16.166885910365842
1279,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.943742382861153
1570,3,No,No,No,Kondapur,Individual,No,15.919644834185693
1215,2,Yes,No,No,Pragati Nagar,Apartment,No,15.341567078850604
1050,2,Yes,Yes,Yes,Pragathi Nagar,Apartment,No,15.274125813221902
1260,3,Yes,Yes,Yes,Gachibowli,Individual,Yes,15.990262393084791
1515,3,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.747032114495013
1300,3,Yes,No,No,Yapral,Apartment,No,15.38620784998213
1274,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.943742382861153
1400,3,No,Yes,No,Kokapet,Individual,Yes,15.892449094739266
1621,3,No,No,Yes,Narayanguda,Apartment,No,15.687312888712007
1800,3,No,Yes,No,Kokapet,Individual,Yes,16.13789837629371
1200,2,No,Yes,No,Nizampet,Apartment,No,15.38412668421143
1400,3,No,Yes,No,Kollur,Apartment,Yes,15.226253843448387
1200,2,No,Yes,No,Nizampet,Apartment,No,15.38412668421143
1155,2,No,No,No,Bachupally Road,Apartment,No,15.240544987900307
1175,2,No,No,No,Bachupally Road,Apartment,No,15.25983818623944
1128,3,Yes,Yes,No,Pragathi Nagar,Apartment,No,15.319588176962744
1150,2,No,No,No,Amberpet,Apartment,No,15.76142084987672
2026,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.240313283682568
1880,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.166885910365842
1880,3,Yes,Yes,No,Tellapur,Individual,Yes,16.13789837629371
1350,3,No,No,Yes,Old Bowenpally,Apartment,No,15.201805169084134
1650,3,Yes,Yes,No,Serilingampally,Apartment,Yes,15.913528607916424
1650,3,Yes,Yes,No,Serilingampally,Apartment,Yes,15.919644834185693
1235,2,No,No,No,Moula Ali,Apartment,No,15.412876091593233
1650,3,Yes,Yes,No,Serilingampally,Apartment,Yes,15.913528607916424
1700,3,Yes,Yes,Yes,Alapathi Nagar,Apartment,Yes,15.830413711839864
960,3,No,Yes,Yes,Arvind Nagar Colony,Apartment,No,15.068273812173887
1370,2,No,No,No,Kondapur,Individual,No,15.76142084987672
1216,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.894952224644102
2026,3,Yes,Yes,No,Tellapur,Individual,Yes,16.240313283682568
1570,3,No,No,No,Kondapur,Individual,No,15.894952224644102
1170,2,Yes,Yes,No,Matrusri Nagar,Apartment,No,15.730372371688517
1515,3,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.607270193858982
1471,2,No,Yes,No,Attapur,Apartment,Yes,15.659704495193512
1470,2,No,Yes,No,Attapur,Apartment,Yes,15.659071684008467
1955,3,No,Yes,No,Attapur,Individual,Yes,15.944218459937977
1000,2,Yes,Yes,Yes,Nizampet,Apartment,No,15.319588176962744
1515,3,Yes,Yes,No,Pragathi Nagar Road,Apartment,Yes,15.607270193858982
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.80571110253419
950,2,No,No,Yes,Padma Colony,Apartment,No,15.687312888712007
1880,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.166885910365842
2220,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.5563506464056
1600,3,No,Yes,No,Kokapet,Individual,Yes,16.02598047169963
1201,2,No,Yes,No,Nizampet,Apartment,Yes,15.384959670341855
1150,2,No,No,Yes,Nizampet,Apartment,No,15.424948670398354
1050,2,Yes,Yes,No,Gajularamaram,Apartment,No,15.341567078850604
1555,3,Yes,Yes,No,Gajularamaram,Apartment,Yes,15.702580358511794
1880,3,Yes,Yes,No,TellapurOsman Nagar Road,Individual,Yes,16.13789837629371
2380,3,Yes,Yes,No,Hitech City,Individual,Yes,16.860033043306743
1402,3,Yes,Yes,Yes,Happy Homes Colony,Apartment,Yes,15.607270193858982
1120,3,Yes,Yes,No,Pragathi Nagar,Apartment,No,15.319588176962744
1650,3,Yes,Yes,No,Serilingampally,Apartment,Yes,15.894952224644102
1650,3,No,No,No,Serilingampally,Apartment,No,15.894952224644102
1687,3,Yes,Yes,No,Tellapur,Apartment,Yes,16.061207894604976
800,2,No,No,Yes,Uppal,Apartment,No,15.068273812173887
1441,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.06680246183392
1100,2,Yes,No,No,Yapral,Apartment,No,15.219153803118992
2150,3,Yes,Yes,No,Tellapur,Individual,Yes,16.43290646379105
1515,3,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.607270193858982
600,1,No,No,Yes,Old Nallakunta,Apartment,No,14.648420115681892
1880,3,Yes,Yes,No,Kondapur,Individual,Yes,16.58809934270405
1538,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.986391274038
1920,3,Yes,Yes,No,Miyapur,Individual,Yes,16.185754392890075
1190,2,Yes,Yes,No,Miyapur,Apartment,No,15.964128404306168
2925,4,Yes,Yes,No,Serilingampally,Individual,Yes,16.727861276927037
2150,3,No,Yes,No,Kokapet,Individual,Yes,16.33320711122042
1695,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.231424425551033
2700,2,No,No,No,Sangeet Nagar,Individual,No,15.607103513329665
1250,2,No,No,No,Karmanghat,Apartment,No,15.607270193858982
1100,2,Yes,Yes,No,NRSA Colony,Apartment,No,15.53827733427679
1003,2,No,No,No,Miyapur,Apartment,No,15.071126880342293
1400,3,No,No,No,Adibatla,Apartment,No,14.845130332288225
5000,6,Yes,No,No,Manikonda,Individual,No,16.860033043306743
850,2,No,No,Yes,Methodist Colony,Apartment,No,15.068273812173887
1800,3,Yes,No,Yes,Ameerpet,Apartment,No,15.894952224644102
1235,2,Yes,Yes,No,Moula Ali,Apartment,Yes,15.461666246123185
1515,2,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.607270193858982
750,2,No,No,Yes,BK Guda Internal Road,Apartment,No,14.80876270134486
900,2,Yes,No,Yes,West Marredpally,Apartment,No,15.201805169084134
1538,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.894952224644102
1195,2,No,No,Yes,Kondapur,Individual,No,15.732433317205148
1100,2,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,No,15.245821804500938
1214,2,Yes,Yes,No,Miyapur,Apartment,Yes,15.395725817652258
1175,2,No,No,No,Bachupally Road,Apartment,No,15.257712787429051
1155,2,No,No,No,Bachupally Road,Apartment,No,15.240544987900307
1175,2,No,No,No,Bachupally Road,Apartment,No,15.259130221775171
1175,2,No,No,No,Bachupally Road,Apartment,No,15.259130221775171
1028,2,Yes,Yes,No,ALIND Employees Colony,Apartment,No,15.547873994101591
1350,3,No,No,No,Khizra Enclave,Apartment,No,15.201805169084134
1050,2,Yes,No,No,Medchal,Apartment,No,15.123843647884685
1300,3,No,No,No,LB Nagar,Apartment,No,15.53827733427679
1500,3,No,No,No,Beeramguda,Apartment,No,15.137266664613223
1400,3,No,No,No,Krishna Reddy Pet,Apartment,No,15.068273812173887
1130,2,No,No,No,LB Nagar,Apartment,No,15.36307327944622
1500,3,Yes,Yes,Yes,Dammaiguda,Apartment,Yes,15.341567078850604
1650,3,Yes,Yes,No,Serilingampally,Apartment,Yes,15.90737474309945
1100,3,No,No,Yes,Padmarao Nagar,Apartment,No,15.520258832020865
1200,2,Yes,No,No,Bachupally,Apartment,No,15.35880888156902
1175,2,No,No,No,Bachupally Road,Apartment,No,15.257712787429051
1620,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.990262393084791
1100,2,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,No,15.250595321348806
1205,2,Yes,Yes,No,Miyapur,Apartment,Yes,15.437074847785604
1180,2,Yes,Yes,No,Nizampet,Apartment,No,15.341567078850604
1591,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.204273438942487
1441,2,Yes,No,Yes,Banjara Hills,Individual,No,16.213405921671733
1050,2,Yes,Yes,No,Gachibowli,Individual,No,14.962278206181388
1665,3,Yes,Yes,No,Gachibowli,Individual,Yes,15.660020750680612
1250,2,Yes,Yes,No,Gachibowli,Individual,Yes,15.37323424532667
1256,2,Yes,Yes,No,Suchitra,Apartment,Yes,15.54752019971506
1735,3,No,Yes,No,Kokapet,Individual,Yes,16.118095750958314
1150,2,Yes,Yes,Yes,Mayuri Nagar,Apartment,No,15.687312888712007
1500,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.33320711122042
1507,3,Yes,Yes,No,Kokapet,Individual,Yes,15.869634419864939
1412,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.894952224644102
2160,3,Yes,Yes,No,Gandipet,Individual,Yes,16.341239282272525
1500,3,Yes,No,Yes,Appa Junction Peerancheru,Apartment,No,16.118095750958314
1050,2,Yes,Yes,Yes,Dammaiguda,Apartment,No,15.068273812173887
550,1,Yes,Yes,No,Moula Ali,Apartment,No,14.652758515398315
1220,2,Yes,Yes,No,Kondapur,Individual,Yes,15.837587914634726
1010,2,Yes,Yes,No,Gajularamaram,Apartment,No,15.328878221814943
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.775464487021523
1555,3,Yes,Yes,No,Gajularamaram,Apartment,Yes,15.751514805179436
1885,3,Yes,Yes,No,Kondapur,Individual,Yes,16.249123913364723
1730,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.222455756372646
1155,2,Yes,Yes,No,Bachupally Road,Apartment,No,15.240544987900307
600,1,No,Yes,Yes,Miyapur HMT Swarnapuri Colony,Apartment,No,14.731801689838349
1600,3,Yes,Yes,Yes,Central Excise Colony Hyderabad,Apartment,Yes,16.166885910365842
2800,3,Yes,No,No,Gachibowli,Individual,No,16.775615705688583
2405,3,Yes,No,No,Gachibowli,Individual,No,16.61887099947687
1000,2,No,No,No,Krishna Reddy Pet,Apartment,No,14.731801689838349
1400,3,No,No,No,Beeramguda,Apartment,No,15.068273812173887
1330,3,No,No,No,LB Nagar,Apartment,No,15.53827733427679
1000,3,No,No,No,Miyapur,Apartment,No,15.068273812173887
1630,3,Yes,Yes,No,Kondapur,Individual,Yes,16.044556855254484
1250,2,Yes,Yes,No,Gopal Nagar,Apartment,Yes,15.607270193858982
1055,2,Yes,No,No,Uppal Kalan,Apartment,No,15.36307327944622
1190,2,Yes,Yes,No,Bachupaly Road Miyapur,Apartment,No,15.29779691185574
550,1,Yes,Yes,No,ECIL Main Road,Apartment,No,14.603968372873895
1076,2,No,Yes,No,Kushaiguda,Apartment,No,15.275055613165737
933,2,No,Yes,No,Kushaiguda,Apartment,No,15.132455108902175
1026,2,No,Yes,No,Kushaiguda,Apartment,No,15.227472909497429
982,2,No,Yes,No,Kushaiguda,Apartment,No,15.183641203038945
1792,3,Yes,Yes,No,Tellapur,Apartment,Yes,16.02378508137718
1155,2,No,No,No,Bachupally Road,Apartment,No,15.294612196512677
2771,4,Yes,Yes,No,Bandlaguda Jagir,Individual,Yes,16.43290646379105
1480,3,Yes,Yes,No,Kokapet,Individual,Yes,16.115492365348878
