Area,No. of Bedrooms,CarParking,LiftAvailable,Resale,Location,house_type,gated_community,Price
1203,2,No,No,No,Kollur Road,Apartment,No,15.252973443188226
1104,2,No,No,No,Kondapur,Individual,No,15.418528103883675
1600,3,No,No,No,Kondapur,Individual,No,15.789591722875162
1242,2,No,No,No,Kollur Road,Apartment,No,15.312675451679269
1210,2,No,No,Yes,Aminpur,Apartment,No,15.096444681204076
1630,3,Yes,Yes,Yes,Dammaiguda,Apartment,Yes,15.46416937585933
990,2,Yes,Yes,Yes,Dammaiguda,Apartment,No,14.978661680269905
1450,3,No,No,No,Bachupally,Apartment,No,15.687312888712007
1000,2,No,No,No,Chintradripet,Apartment,No,15.150511887854474
950,2,No,No,Yes,Ring Road,Apartment,No,14.880221639784228
1050,2,No,No,No,Hyder Nagar,Apartment,No,15.390357232668071
1400,2,No,No,Yes,Saket,Apartment,No,16.785925074816024
1050,2,No,No,No,Hyder Nagar,Apartment,No,15.46416937585933
1200,2,Yes,Yes,Yes,Begumpet,Apartment,No,15.869634419864939
4150,4,Yes,Yes,No,Kavuri Hills,Individual,Yes,17.073607134447293
1500,5,Yes,Yes,Yes,Sun City,Apartment,Yes,15.123843647884685
1530,3,Yes,Yes,Yes,Madhapur,Individual,Yes,16.097893045681612
1250,3,Yes,No,No,Ashok Nagar,Apartment,No,16.166885910365842
1296,2,Yes,Yes,Yes,manneguda,Apartment,Yes,15.268528784990469
998,2,Yes,Yes,Yes,Shaikpet,Apartment,No,15.039286283703992
1850,4,Yes,Yes,No,Moti Nagar,Individual,Yes,16.097893045681612
1115,2,Yes,Yes,No,Miyapur,Apartment,No,16.06680246183392
2630,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.860033043306743
500,2,No,No,Yes,Sanath Nagar,Apartment,No,14.845130332288225
1085,2,Yes,Yes,No,Hafeezpet,Apartment,No,15.656060350091908
1325,2,Yes,No,No,Gachibowli,Individual,No,15.444751293772965
1200,2,No,No,No,Kollur Road,Apartment,No,15.250595321348806
1201,2,No,No,No,Kollur Road,Apartment,No,15.251309351912516
1260,2,No,No,No,Kollur Road,Apartment,No,15.341567078850604
1103,2,No,No,No,Kondapur,Individual,No,15.417521156060591
1106,2,No,No,No,Kondapur,Individual,No,15.420338058764923
1000,2,No,No,No,Adibatla,Apartment,No,14.603968372873895
1360,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.06680246183392
1200,2,Yes,Yes,Yes,AS Rao Nagar,Apartment,No,15.607270193858982
1440,3,Yes,Yes,Yes,AS Rao Nagar,Apartment,Yes,15.46416937585933
1010,2,Yes,Yes,Yes,Sainikpuri,Apartment,No,15.520258832020865
1080,2,Yes,Yes,Yes,Sainikpuri,Apartment,No,15.319588176962744
1950,3,Yes,Yes,No,Kompally,Individual,Yes,15.687312888712007
2200,3,Yes,Yes,Yes,Shaikpet,Individual,Yes,16.41820031748273
1133,2,Yes,Yes,Yes,Shaikpet,Apartment,No,15.747032114495013
1650,3,No,Yes,Yes,Serilingampally,Apartment,Yes,15.919644834185693
2600,3,Yes,Yes,No,Jubilee Hills,Individual,Yes,16.677711496036597
1100,2,No,No,No,Adibatla,Apartment,No,14.731801689838349
1002,2,No,No,No,Adibatla,Apartment,No,14.650157734825601
500,2,No,No,No,Kokapet,Individual,No,14.827111833279051
1000,2,No,No,No,Adibatla,Apartment,No,14.648420115681892
1075,2,No,No,No,Usman Nagar,Apartment,No,15.201805169084134
1100,2,Yes,Yes,Yes,new nallakunta,Apartment,No,15.424948670398354
1120,2,Yes,Yes,Yes,Gachibowli,Individual,No,16.06680246183392
1200,2,Yes,Yes,Yes,Shadnagar,Apartment,No,15.150511887854474
1200,2,Yes,Yes,Yes,Shadnagar,Apartment,No,15.201805169084134
1120,2,Yes,Yes,Yes,Shadnagar,Apartment,No,15.176487367510099
1295,2,Yes,Yes,No,Kondapur,Individual,Yes,16.118095750958314
1100,2,Yes,Yes,No,nizampet road,Apartment,No,15.176487367510099
1134,2,Yes,Yes,Yes,Adibatla,Apartment,No,15.135131053052907
1190,2,Yes,Yes,Yes,Bongloor,Apartment,No,15.183386588207426
1050,2,Yes,Yes,Yes,Uppal,Apartment,No,15.254397606394958
710,1,Yes,Yes,Yes,Adibatla,Apartment,No,14.746098988860942
1390,3,Yes,Yes,Yes,Adibatla,Apartment,Yes,15.425748350409046
1978,3,Yes,Yes,Yes,Uppal,Individual,Yes,15.88389127867497
1360,3,Yes,Yes,No,Mailardevpally,Apartment,Yes,15.590463078367458
2000,3,Yes,Yes,Yes,Kukatpally,Individual,Yes,16.06680246183392
1100,2,No,No,No,Suchitra,Apartment,No,15.404745967162466
1210,2,No,No,No,Uppalguda,Apartment,No,15.44121563963515
1935,3,Yes,Yes,Yes,Narsingi,Individual,Yes,16.06680246183392
1080,2,Yes,Yes,Yes,Tirumalgiri,Apartment,No,15.555976908243359
1200,2,Yes,Yes,Yes,Tirumalgiri,Apartment,No,15.607270193858982
1905,3,Yes,Yes,No,Chikkadapally,Individual,Yes,16.54987813231892
1570,3,Yes,Yes,Yes,Begumpet,Apartment,Yes,16.240313283682568
1570,3,Yes,Yes,Yes,Begumpet,Apartment,Yes,16.240313283682568
1800,3,Yes,Yes,Yes,Gachibowli,Individual,Yes,16.166885910365842
1700,3,Yes,Yes,Yes,Gachibowli,Individual,Yes,16.118095750958314
1600,3,Yes,Yes,Yes,Narsingi,Apartment,Yes,16.257857680289995
1655,3,Yes,Yes,Yes,Narsingi,Apartment,Yes,16.118095750958314
1800,3,Yes,Yes,Yes,Manikonda,Apartment,Yes,16.097893045681612
1300,2,Yes,Yes,Yes,Manikonda,Apartment,Yes,15.687312888712007
1207,2,No,No,No,Kollur Road,Apartment,No,15.25629334111063
2160,3,No,No,Yes,Gachibowli,Individual,No,16.785925074816024
861,2,No,No,Yes,Hyder Nagar,Apartment,No,15.319588176962744
3152,4,No,Yes,No,Miyapur,Individual,Yes,16.666217117271472
1550,3,Yes,Yes,No,JNTU,Apartment,Yes,15.9585136984359
1030,2,Yes,Yes,Yes,hyderabad,Apartment,No,15.46416937585933
3550,3,Yes,Yes,Yes,Shamshabad,Individual,Yes,16.677711496036597
2983,4,Yes,Yes,Yes,Srisailam Highway,Individual,Yes,16.705882371415992
2225,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.775615705688583
1900,3,Yes,No,No,Domalguda,Individual,No,16.341239282272525
1105,2,Yes,No,No,Domalguda,Apartment,No,15.789591722875162
1150,2,Yes,Yes,No,Lingampalli,Apartment,No,15.176487367510099
1625,3,No,Yes,Yes,Residential Flat Machavaram,Apartment,Yes,15.687312888712007
2120,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.52356082573315
2103,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.300417291085605
1760,3,Yes,Yes,Yes,Narsingi,Apartment,Yes,16.213405921671733
1150,2,Yes,Yes,No,Allwyn Colony,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Lingampalli,Apartment,No,15.176487367510099
1700,3,Yes,Yes,No,Jubilee Hills,Individual,Yes,16.213405921671733
2232,3,Yes,Yes,Yes,Kukatpally,Individual,Yes,16.61887099947687
1592,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.257857680289995
1208,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.943742382861153
1200,2,Yes,Yes,Yes,Bandlaguda Jagir,Apartment,No,15.068273812173887
2160,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.536806051605975
1834,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.51013780630191
1650,3,No,Yes,No,Boduppal,Apartment,Yes,15.830413711839864
1180,2,No,Yes,Yes,Whisper Valley,Apartment,No,15.334367311129231
1200,2,No,Yes,Yes,Whisper Valley,Apartment,No,15.35237799261728
1220,2,No,Yes,Yes,Whisper Valley,Apartment,Yes,15.36307327944622
1140,2,No,No,Yes,Tukkuguda Airport View Point Road,Apartment,No,14.862127902637537
1140,2,No,No,No,Tukkuguda Airport View Point Road,Apartment,No,14.862829903121964
1160,3,No,No,Yes,Santoshnagar,Apartment,No,15.36307327944622
1570,2,No,No,Yes,Tolichowki,Apartment,No,15.770663715643572
1725,3,Yes,Yes,No,Begumpet,Apartment,Yes,16.33320711122042
1725,3,Yes,Yes,Yes,Begumpet,Apartment,Yes,16.33320711122042
1725,3,Yes,No,No,Begumpet,Apartment,No,16.33320711122042
1725,3,Yes,No,Yes,Begumpet,Apartment,No,16.33320711122042
1570,3,Yes,No,No,Begumpet,Apartment,No,16.240313283682568
2644,3,No,No,No,Gachibowli,Individual,No,16.096054622310017
965,2,No,No,No,Uppal Kalan,Apartment,No,15.29711532616119
1850,4,Yes,Yes,No,Manikonda,Individual,Yes,15.956752618058363
1000,2,No,No,No,Kokapet,Individual,No,15.520258832020865
1310,3,No,No,No,LB Nagar,Apartment,No,15.555976908243359
2150,3,No,No,No,Domalguda Road,Individual,No,16.52356082573315
1150,2,Yes,Yes,No,Balanagar,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Gachibowli,Individual,No,15.176487367510099
1150,2,Yes,Yes,No,Kondapur,Individual,No,15.176487367510099
1150,2,Yes,Yes,No,Kukatpally,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,KPHB,Apartment,No,15.176487367510099
1945,3,No,No,Yes,Narsingi,Individual,No,16.341239282272525
1360,2,Yes,Yes,Yes,Kukatpally,Apartment,Yes,16.166885910365842
1150,2,Yes,No,No,Nizampet,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Allwyn Colony,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Aminpur,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Bachupally,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Miyapur,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Chandanagar,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Patancheru,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Shankarpalli,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Mallampet,Apartment,No,15.176487367510099
1269,2,Yes,Yes,Yes,Old Bowenpally,Apartment,Yes,15.607270193858982
1200,2,Yes,Yes,No,Narsingi,Apartment,No,15.399835974669413
1100,2,Yes,Yes,No,Narsingi,Apartment,No,15.289587061457825
1150,2,Yes,Yes,No,Chandanagar,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Miyapur,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Balanagar,Apartment,No,15.176487367510099
1150,2,Yes,Yes,No,Hitech City,Individual,No,15.176487367510099
1150,2,Yes,Yes,No,Kondapur,Individual,No,15.176487367510099
1600,3,Yes,Yes,Yes,Gopanpally,Apartment,Yes,15.843658936835498
1510,3,Yes,Yes,No,Bolarum,Apartment,Yes,15.535953207428204
1365,3,Yes,Yes,No,Bolarum,Apartment,Yes,15.434898999271324
1691,3,Yes,Yes,No,Chaitanyapuri,Apartment,Yes,16.04552506565036
1725,3,Yes,Yes,No,Begumpet,Apartment,Yes,16.33320711122042
1100,2,Yes,No,No,Manikonda,Apartment,No,15.656060350091908
1450,3,Yes,Yes,Yes,Tarnaka,Apartment,Yes,15.76142084987672
3434,4,Yes,Yes,Yes,Gachibowli,Individual,Yes,17.0926553286923
1314,2,Yes,Yes,Yes,Manikonda,Apartment,Yes,16.108045416114912
3474,4,Yes,Yes,No,Banjara Hills,Individual,Yes,16.993564429978885
1250,2,No,Yes,Yes,Kothapet,Apartment,Yes,15.607270193858982
2100,3,No,Yes,Yes,Himayat Nagar,Individual,Yes,16.341239282272525
1150,2,Yes,No,Yes,Baghlingampally,Apartment,No,15.520258832020865
1695,3,Yes,Yes,Yes,Kukatpally,Apartment,Yes,16.012735246411598
2460,3,Yes,Yes,Yes,Nanakramguda,Individual,Yes,16.5563506464056
2000,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.213405921671733
1822,3,Yes,Yes,Yes,Picket,Individual,Yes,15.955576839107596
1595,3,Yes,Yes,Yes,Sainikpuri,Apartment,Yes,15.424948670398354
1535,3,Yes,Yes,No,East Marredpally,Apartment,Yes,16.349207451286784
1665,3,Yes,Yes,No,Kollur,Apartment,Yes,15.424948670398354
1278,2,Yes,Yes,Yes,Kukatpally,Apartment,Yes,16.213405921671733
2600,4,Yes,Yes,Yes,Kukatpally,Individual,Yes,16.733281344102604
2500,3,Yes,Yes,No,Hitech City,Individual,Yes,16.811242881518265
2270,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.705882371415992
1600,3,Yes,Yes,No,Nanakramguda,Apartment,Yes,16.300417291085605
1000,2,Yes,Yes,Yes,Safilguda,Apartment,No,15.201805169084134
1180,2,No,Yes,No,Nizampet,Apartment,No,15.334148325081928
1100,2,No,Yes,Yes,Bachupally,Apartment,No,15.158375361156828
1691,3,Yes,Yes,No,Chaitanyapuri,Apartment,Yes,16.04552506565036
1691,3,Yes,Yes,Yes,Chaitanyapuri,Apartment,Yes,16.04552506565036
2850,3,Yes,Yes,No,Jubilee Hills,Individual,Yes,16.801192546169812
1300,3,Yes,Yes,Yes,Ashok Nagar,Apartment,Yes,15.520258832020865
1050,2,Yes,Yes,Yes,Trimalgherry,Apartment,No,15.319588176962744
2566,4,Yes,Yes,Yes,Manikonda,Individual,Yes,16.52356082573315
1100,2,Yes,Yes,Yes,Trimalgherry,Apartment,No,15.201805169084134
1980,3,Yes,Yes,Yes,Sikh Village,Individual,Yes,16.012735246411598
1436,3,Yes,Yes,Yes,Old Bowenpally,Apartment,Yes,15.068273812173887
4000,4,Yes,Yes,Yes,West Marredpally,Individual,Yes,16.906553056777135
1000,2,Yes,Yes,Yes,Neredmet,Apartment,No,15.068273812173887
2644,3,Yes,Yes,No,Gachibowli,Individual,Yes,16.096054622310017
2813,3,No,No,No,Kothaguda,Individual,No,16.41820031748273
2815,3,No,No,No,Kothaguda,Individual,No,16.41820031748273
1300,2,Yes,Yes,Yes,Macha Bolarum,Apartment,Yes,15.38412668421143
1450,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.04552506565036
1331,2,Yes,Yes,Yes,Alkapur township,Apartment,Yes,15.789591722875162
2650,3,No,No,Yes,Kothaguda,Individual,No,16.648723960844016
1570,3,Yes,Yes,No,Begumpet,Apartment,Yes,16.240313283682568
2160,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.454567959008102
1580,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.231424425551033
2160,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.5563506464056
970,2,No,Yes,Yes,Manikonda,Apartment,No,15.424948670398354
800,2,No,No,Yes,Kachiguda,Apartment,No,15.201805169084134
1358,3,No,No,No,Himayat Nagar,Apartment,No,16.118095750958314
1145,2,Yes,No,No,Nizampet,Apartment,No,15.150511887854474
2000,3,No,No,No,Domalguda,Individual,No,16.454567959008102
2075,3,Yes,Yes,No,East Marredpally,Individual,Yes,16.410765339548004
1600,3,Yes,Yes,No,Malkajgiri,Apartment,Yes,15.830413711839864
1230,2,Yes,Yes,Yes,Kowkur,Apartment,Yes,15.201805169084134
1060,2,Yes,Yes,Yes,East Marredpally,Apartment,No,15.789591722875162
1822,3,Yes,Yes,Yes,West Marredpally,Individual,Yes,15.955576839107596
2115,3,Yes,Yes,Yes,West Marredpally,Individual,Yes,16.454567959008102
880,2,Yes,Yes,Yes,Safilguda,Apartment,No,15.201805169084134
925,2,Yes,Yes,Yes,Malkajgiri,Apartment,No,15.341567078850604
1554,3,Yes,Yes,No,Yapral,Apartment,Yes,15.640060011305629
1000,2,No,No,No,Patancheru Shankarpalli Road,Apartment,No,14.690979711984754
1650,3,No,No,No,Patancheru Shankarpalli Road,Apartment,No,15.373655386537116
1475,3,No,No,No,Patancheru Shankarpalli Road,Apartment,No,15.373655386537116
1450,3,No,No,No,Patancheru Shankarpalli Road,Apartment,No,15.35237799261728
1645,3,No,No,Yes,Uppalguda,Apartment,No,15.839307377829417
1605,3,No,No,Yes,Uppalguda,Apartment,No,15.79264261928533
1525,3,Yes,Yes,No,Begumpet,Apartment,Yes,16.213405921671733
1525,3,Yes,Yes,No,Begumpet,Apartment,Yes,16.213405921671733
3031,4,Yes,Yes,No,Hitech City,Individual,Yes,16.993564429978885
1860,3,Yes,Yes,Yes,Nallagandla Gachibowli,Individual,Yes,16.5563506464056
1875,3,No,Yes,No,Puppalaguda,Individual,Yes,15.87920386966009
2008,3,No,No,No,Gachibowli,Individual,No,15.820901952741552
1290,2,Yes,Yes,Yes,Gopanpally,Apartment,Yes,15.955576839107596
2160,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.454567959008102
1000,3,No,No,Yes,Rakshapuram,Apartment,No,15.068273812173887
1150,2,Yes,No,No,Bachupally,Apartment,No,15.236206587347361
1170,2,Yes,Yes,No,Nizampet,Apartment,No,15.35880888156902
2800,3,Yes,No,No,Kondapur,Individual,No,16.410765339548004
1500,3,Yes,No,No,west venkatapuram,Apartment,No,15.555976908243359
1620,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.345905479508113
1368,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.176487367510099
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.65240287661143
1230,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.764131458182986
1435,3,Yes,Yes,No,Kukatpally,Apartment,Yes,15.907991836532535
1115,2,Yes,Yes,No,Miyapur,Apartment,No,15.91744717747148
1945,3,Yes,Yes,No,Miyapur,Individual,Yes,16.204273438942487
1616,3,Yes,Yes,Yes,Vidyanagar Adikmet,Apartment,Yes,16.454567959008102
1100,2,No,No,No,Suchitra,Apartment,No,15.29711532616119
1300,2,Yes,Yes,Yes,Miyapur,Apartment,Yes,15.46416937585933
2690,3,No,No,No,Gachibowli,Individual,No,16.811242881518265
1091,2,No,Yes,Yes,Puppalaguda,Apartment,No,15.068273812173887
1500,3,No,No,Yes,Aushapur,Apartment,No,15.830413711839864
1500,3,No,No,No,Aushapur,Apartment,No,15.830413711839864
1834,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.5563506464056
1920,3,Yes,Yes,No,Miyapur,Individual,Yes,16.185754392890075
1425,2,Yes,Yes,No,Miyapur,Apartment,Yes,16.13789837629371
1220,2,No,No,No,Nizampet,Apartment,No,15.36307327944622
1615,3,No,No,No,Boduppal,Apartment,No,15.816990693309524
1540,3,No,No,Yes,Barkatpura,Apartment,No,15.955576839107596
1400,2,Yes,Yes,Yes,East Marredpally,Apartment,Yes,15.607270193858982
1200,2,Yes,Yes,No,Suchitra,Apartment,No,15.46416937585933
1425,3,Yes,Yes,Yes,Old Alwal,Apartment,Yes,15.520258832020865
1580,2,Yes,Yes,Yes,Secunderabad Railway Station Road,Apartment,Yes,15.687312888712007
1844,3,Yes,Yes,No,Nallagandla Gachibowli,Individual,Yes,16.044772094147348
2120,3,Yes,Yes,No,Nallagandla Gachibowli,Individual,Yes,16.176364653421913
1000,2,Yes,Yes,No,KPHB,Apartment,No,15.687312888712007
965,2,No,Yes,No,KPHB,Apartment,No,15.607270193858982
2500,4,Yes,Yes,Yes,Rajendra Nagar,Individual,Yes,16.785925074816024
1100,2,No,No,Yes,Balapur,Apartment,No,15.250595321348806
875,2,No,No,Yes,Karmanghat,Apartment,No,15.201805169084134
1610,3,No,No,No,Hastinapur,Apartment,No,15.894952224644102
1420,3,Yes,Yes,No,new nallakunta,Apartment,Yes,15.957927016176383
2460,3,Yes,Yes,Yes,Nanakramguda,Individual,Yes,16.666217117271472
1100,2,No,No,Yes,Yapral,Apartment,No,15.219153803118992
1100,2,No,Yes,Yes,Yapral,Apartment,No,15.219153803118992
1735,3,No,Yes,Yes,Kokapet,Individual,Yes,16.231424425551033
1510,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.662704891759383
1320,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.528227000227039
2175,3,No,Yes,No,Puppalaguda,Individual,Yes,16.02762385726331
1980,3,No,Yes,No,Puppalaguda,Individual,Yes,15.933692048210153
1560,3,No,Yes,No,Puppalaguda,Apartment,Yes,15.695281057140182
2000,3,No,Yes,No,Puppalaguda,Individual,Yes,15.943742382861153
2005,3,No,Yes,No,Puppalaguda,Individual,Yes,15.946239262762864
1340,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.543264874899414
1880,3,No,Yes,No,Puppalaguda,Individual,Yes,15.881866860095455
1415,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.59772478261397
2180,3,No,Yes,No,Puppalaguda,Individual,Yes,16.02992006927259
2190,3,No,Yes,No,Puppalaguda,Individual,Yes,16.034496735801287
1600,3,No,Yes,No,Puppalaguda,Apartment,Yes,15.720598861308844
1250,2,No,No,No,Kollur Road,Apartment,No,15.319588176962744
1001,2,No,No,No,Miyapur,Apartment,No,15.06913058764918
1551,3,No,No,No,chandrayangutta,Apartment,No,15.53827733427679
3000,3,Yes,No,Yes,Jubilee Hills,Individual,No,15.830413711839864
1245,2,No,No,No,Kollur Road,Apartment,No,15.341567078850604
1100,2,No,No,No,Attapur,Apartment,No,15.830413711839864
1725,3,No,No,No,Kompally,Apartment,No,15.907991836532535
1435,3,No,No,No,Kukatpally,Apartment,No,15.65240287661143
1090,2,No,No,No,Kukatpally,Apartment,No,15.764131458182986
1230,2,No,No,No,Kukatpally,Apartment,No,15.38412668421143
1200,2,No,No,No,Balaji Hills Colony Venkatraya Nagar,Apartment,No,15.341567078850604
1150,2,No,No,No,Nizampet,Apartment,No,15.950859849785708
1600,3,No,No,No,Chandanagar,Apartment,No,15.713879912063309
1250,2,No,No,No,Chandanagar,Apartment,No,16.185754392890075
1905,3,No,No,No,Miyapur,Individual,No,16.195056784687036
1925,3,No,No,No,Miyapur,Individual,No,15.869634419864939
2300,4,No,No,Yes,Manikonda,Individual,No,14.914123179965662
3190,3,No,No,Yes,Madhapur,Individual,No,15.121137287019383
1800,2,No,No,No,Beeramguda,Apartment,No,15.555976908243359
1665,3,No,No,No,Kollur Road,Apartment,No,15.250595321348806
2000,3,No,No,No,Beeramguda,Individual,No,14.562198979385785
1005,3,No,No,No,Beeramguda,Apartment,No,14.564092918449104
1007,2,No,No,No,Beeramguda,Apartment,No,14.558400306156313
1001,2,No,No,No,Beeramguda,Apartment,No,14.559351328124794
1002,2,No,No,No,Beeramguda,Apartment,No,15.687312888712007
1655,3,No,No,No,Kollur Road,Apartment,No,15.646490900602007
1650,3,No,No,No,Kollur Road,Apartment,No,15.987873177816528
1742,3,No,No,No,Nallagandla Gachibowli,Apartment,No,16.128046080821385
2010,3,No,No,No,Nallagandla Gachibowli,Individual,No,16.292049042115366
2380,3,No,No,No,Nallagandla Gachibowli,Individual,No,15.607270193858982
1045,2,No,No,Yes,Dilsukh Nagar,Apartment,No,16.117195345805232
1630,3,No,No,No,Kondapur,Individual,No,16.249123913364723
1885,3,No,No,No,Kondapur,Individual,No,15.795131902483435
4320,5,No,No,Yes,Gachibowli,Individual,No,16.349207451286784
1900,3,No,No,No,Kondapur,Individual,No,15.76142084987672
3600,4,No,No,Yes,Toli Chowki,Individual,No,15.687312888712007
1700,2,No,No,Yes,Nizampet,Apartment,No,15.590463078367458
1060,2,No,No,No,LB Nagar,Apartment,No,14.978661680269905
1100,2,No,No,Yes,Qutub Shahi Tombs,Apartment,No,15.894952224644102
1450,3,No,No,No,Masab Tank,Apartment,No,16.906553056777135
4000,5,No,No,Yes,Himayat Nagar,Individual,No,16.019048607768916
1460,2,No,No,No,Narsingi,Apartment,No,15.11023799953124
1093,2,No,No,No,Pragathi Nagar Kukatpally,Apartment,No,14.603968372873895
1000,2,No,No,No,Adibatla,Apartment,No,15.36307327944622
1080,2,No,No,Yes,Janachaitanya Colony,Apartment,No,16.5563506464056
2220,3,No,No,Yes,Nanakramguda,Individual,No,15.46416937585933
1250,2,No,No,No,Gurramguda,Apartment,No,15.84168317076477
1945,3,No,No,No,Gachibowli,Individual,No,16.41820031748273
2815,3,No,No,No,Kondapur,Individual,No,15.84168317076477
1945,3,No,No,No,Gachibowli,Individual,No,16.496532155171714
2220,3,No,No,Yes,Nanakramguda,Individual,No,16.791040175221152
2225,3,No,No,Yes,Kondapur,Individual,No,16.341239282272525
1880,3,No,No,Yes,Kondapur,Individual,No,15.29711532616119
1146,2,No,No,No,Bachupally,Apartment,No,16.733281344102604
2460,3,No,No,No,Manikonda,Individual,No,16.39572746331417
1600,3,No,No,No,Nanakramguda,Apartment,No,16.118095750958314
1245,2,No,No,Yes,Nanakramguda,Apartment,No,16.811242881518265
3405,3,No,No,Yes,Madhapur,Individual,No,16.341239282272525
1860,3,No,No,No,Nallagandla Gachibowli,Individual,No,16.648723960844016
2585,3,No,No,No,Bagh Amberpet,Individual,No,15.424948670398354
1197,2,No,No,Yes,Kapra,Apartment,No,16.012735246411598
1485,3,No,No,No,Tilak Nagar,Apartment,No,15.473738825043979
1250,3,No,No,Yes,Nallakunta,Apartment,No,15.86320353036178
1550,3,No,No,Yes,Nallakunta,Apartment,No,15.64809218171257
1250,3,No,No,Yes,Nallakunta,Apartment,No,16.14765455028724
1887,2,No,No,Yes,Paradise Circle,Individual,No,15.520258832020865
1400,3,No,No,Yes,Nacharam,Apartment,No,15.555976908243359
1050,2,No,No,No,Nacharam,Apartment,No,16.454567959008102
1860,4,No,No,Yes,Nacharam,Individual,No,15.520258832020865
1200,2,No,No,Yes,Tarnaka,Apartment,No,15.590463078367458
1100,2,No,No,Yes,Nacharam,Apartment,No,15.555976908243359
1050,2,No,No,No,Nacharam,Apartment,No,15.520258832020865
1050,1,No,No,Yes,Nacharam,Apartment,No,15.068273812173887
1000,2,No,No,Yes,Nacharam,Apartment,No,16.128046080821385
1800,2,No,No,No,Habsiguda,Apartment,No,15.201805169084134
961,2,No,No,Yes,Nacharam,Apartment,No,16.454567959008102
1650,2,No,No,No,Habsiguda,Apartment,No,16.097893045681612
1550,2,No,No,No,Habsiguda,Apartment,No,15.830413711839864
1260,1,No,No,Yes,Nacharam,Apartment,No,15.150511887854474
950,1,No,No,Yes,Nacharam,Apartment,No,15.201805169084134
1060,2,No,No,Yes,Uppal,Apartment,No,15.201805169084134
1000,1,No,No,Yes,Nacharam,Apartment,No,15.640060011305629
1460,2,No,No,Yes,Nacharam,Apartment,No,16.213405921671733
1314,2,No,No,Yes,Manikonda,Apartment,No,17.073607134447293
2625,3,No,No,Yes,Madhapur,Individual,No,16.40327466837995
2050,3,No,No,No,Hitech City,Individual,No,16.195056784687036
1805,3,No,No,No,Narsingi,Individual,No,16.15731646026544
